ts,rate
2026-03-31T00:00:00+00:00,0.0000191571494699
2026-03-31T08:00:00+00:00,0.0001
2026-03-31T16:00:00+00:00,0.0000151375879817
2026-04-01T00:00:00+00:00,0.0000348803230529
2026-04-01T08:00:00+00:00,0.0000524268041689
2026-04-01T16:00:00+00:00,0.0000668365785286
2026-04-02T00:00:00+00:00,0.0000217940143106
2026-04-02T08:00:00+00:00,-0.0000260123913411
2026-04-02T16:00:00+00:00,-0.0000501320273047
2026-04-03T00:00:00+00:00,0.0000074845120418
2026-04-03T08:00:00+00:00,0.0000190281918057
2026-04-03T16:00:00+00:00,0.0000380139757857
2026-04-04T00:00:00+00:00,0.0000191412379853
2026-04-04T08:00:00+00:00,0.0000033980082706
2026-04-04T16:00:00+00:00,-0.0000011320966547
2026-04-05T00:00:00+00:00,-0.0000092438007197
2026-04-05T08:00:00+00:00,0.0000187158112044
2026-04-05T16:00:00+00:00,0.0000210979251291
2026-04-06T00:00:00+00:00,0.0000709300578928
2026-04-06T08:00:00+00:00,0.0000624348100084
2026-04-06T16:00:00+00:00,0.0000687874653249
2026-04-07T00:00:00+00:00,-0.0000325038879303
2026-04-07T08:00:00+00:00,0.0000391224579442
2026-04-07T16:00:00+00:00,0.0000533162602047
2026-04-08T00:00:00+00:00,0.0000788734342289
2026-04-08T08:00:00+00:00,0.0001
2026-04-08T16:00:00+00:00,0.0001
2026-04-09T00:00:00+00:00,0.0000431589561822
2026-04-09T08:00:00+00:00,0.0000467784476811
2026-04-09T16:00:00+00:00,0.0001
2026-04-10T00:00:00+00:00,0.0000271916702567
2026-04-10T08:00:00+00:00,0.0000612589001435
2026-04-10T16:00:00+00:00,-0.0000261465843046
2026-04-11T00:00:00+00:00,-9.499073562E-7
2026-04-11T08:00:00+00:00,0.0000467297830294
2026-04-11T16:00:00+00:00,0.0000553208680148
2026-04-12T00:00:00+00:00,0.0000543867076809
2026-04-12T08:00:00+00:00,-0.0000393759385751
2026-04-12T16:00:00+00:00,0.0000734161268999
2026-04-13T00:00:00+00:00,0.0000365276623483
2026-04-13T08:00:00+00:00,0.0000745735407553
2026-04-13T16:00:00+00:00,-0.0000409165288315
